Tempo,Rco,Rno2,Rnh3,T,H,Fase
2036326,2.219,2.518,1.710,24.21,46.52,Recuperacao1
2038357,2.730,3.141,2.174,24.21,46.49,Recuperacao1
2040388,2.184,2.179,1.607,24.21,46.48,Recuperacao1
2042419,3.535,2.669,1.980,24.21,46.47,Recuperacao1
2044450,2.177,2.247,1.734,24.21,46.48,Recuperacao1
2046481,1.993,1.886,1.532,24.21,46.48,Recuperacao1
2048512,2.450,2.294,1.872,24.21,46.47,Recuperacao1
2050543,3.422,4.106,2.329,24.21,46.47,Recuperacao1
2052574,3.446,3.701,2.354,24.21,46.46,Recuperacao1
2054605,2.209,2.067,1.739,24.21,46.45,Recuperacao1
2056636,3.239,3.515,2.247,24.21,46.44,Recuperacao1
2058667,2.354,1.991,1.622,24.21,46.46,Recuperacao1
2060698,3.505,2.549,2.020,24.21,46.46,Recuperacao1
2062729,2.576,2.640,2.018,24.21,46.48,Recuperacao1
2064760,2.162,2.207,1.735,24.21,46.47,Recuperacao1
2066791,2.491,2.788,2.024,24.21,46.48,Recuperacao1
2068822,2.202,2.287,1.801,24.21,46.44,Recuperacao1
2070853,2.785,2.995,2.112,24.21,46.45,Recuperacao1
2072884,2.368,2.418,1.746,24.21,46.45,Recuperacao1
2074915,2.018,2.105,1.663,24.21,46.45,Recuperacao1
2076946,2.124,2.121,1.630,24.21,46.46,Recuperacao1
2078977,2.302,2.382,1.734,24.21,46.47,Recuperacao1
2081008,2.580,2.686,1.946,24.20,46.47,Recuperacao1
2083039,2.968,2.327,1.894,24.20,46.47,Recuperacao1
2085070,2.209,2.313,1.676,24.20,46.51,Recuperacao1
2087101,2.289,2.297,2.004,24.20,46.51,Recuperacao1
2089132,2.091,2.024,1.623,24.20,46.52,Recuperacao1
2091163,2.232,2.242,1.836,24.20,46.54,Recuperacao1
2093194,2.435,2.518,1.942,24.20,46.56,Recuperacao1
2095225,2.686,3.235,2.170,24.19,46.55,Recuperacao1
2097256,3.329,3.767,2.255,24.19,46.56,Recuperacao1
2099287,2.849,3.437,2.217,24.19,46.55,Recuperacao1
2101318,3.417,3.570,2.255,24.19,46.56,Recuperacao1
2103349,2.723,2.194,1.725,24.19,46.53,Recuperacao1
2105380,1.915,1.902,1.517,24.19,46.54,Recuperacao1
2107411,1.996,2.084,1.572,24.19,46.51,Recuperacao1
2109442,2.051,2.165,1.600,24.19,46.52,Recuperacao1
2111473,2.245,2.079,1.525,24.19,46.49,Recuperacao1
2113504,1.942,1.965,1.540,24.19,46.49,Recuperacao1
2115535,2.056,1.898,1.518,24.19,46.49,Recuperacao1
2117566,2.054,1.929,1.687,24.19,46.50,Recuperacao1
2119597,1.993,1.996,1.571,24.19,46.50,Recuperacao1
2121628,2.024,2.131,1.640,24.19,46.51,Recuperacao1
2123659,1.850,2.024,1.508,24.19,46.56,Recuperacao1
2125690,1.900,2.058,1.483,24.19,46.56,Recuperacao1
2127721,2.114,2.500,1.630,24.19,46.56,Recuperacao1
2129752,2.086,2.174,1.784,24.17,46.59,Recuperacao1
2131783,2.212,2.260,1.805,24.17,46.61,Recuperacao1
2133814,2.450,2.418,1.630,24.17,46.60,Recuperacao1
2135845,2.279,2.444,1.878,24.17,46.60,Recuperacao1
2137876,2.337,2.229,1.915,24.17,46.61,Recuperacao1
2139907,2.150,2.107,1.595,24.17,46.60,Recuperacao1
2141938,2.332,2.063,1.689,24.17,46.60,Recuperacao1
2143969,2.131,2.133,1.633,24.17,46.60,Recuperacao1
2146000,3.740,2.533,2.029,24.17,46.58,Recuperacao1
2148031,2.470,2.907,1.846,24.17,46.58,Recuperacao1
2150062,2.235,2.398,1.799,24.17,46.56,Recuperacao1
2152093,2.271,2.240,1.639,24.16,46.54,Recuperacao1
2154124,2.133,2.138,1.644,24.16,46.55,Recuperacao1
2156155,2.242,2.167,1.773,24.16,46.53,Recuperacao1
2158186,2.518,2.512,1.910,24.16,46.53,Recuperacao1
2160217,3.784,2.771,2.067,24.16,46.51,Recuperacao1
2162248,2.255,2.279,1.763,24.16,46.50,Recuperacao1
2164279,2.743,3.141,2.086,24.16,46.48,Recuperacao1
2166310,2.237,2.467,1.763,24.16,46.46,Recuperacao1
2168341,3.283,2.401,1.948,24.16,46.44,Recuperacao1
2170372,2.396,2.630,1.915,24.16,46.45,Recuperacao1
2172403,2.126,2.424,1.763,24.16,46.43,Recuperacao1
2174434,1.967,2.343,1.632,24.15,46.42,Recuperacao1
2176465,3.570,4.402,2.332,24.15,46.45,Recuperacao1
2178496,2.232,2.029,1.745,24.16,46.43,Recuperacao1
2180527,3.213,2.284,1.642,24.16,46.45,Recuperacao1
2182558,2.552,2.512,1.716,24.16,46.44,Recuperacao1
2184589,2.802,2.676,1.894,24.16,46.42,Recuperacao1
2186620,3.922,4.157,2.300,24.16,46.41,Recuperacao1
2188651,3.745,2.871,2.109,24.16,46.38,Recuperacao1
2190682,3.718,3.664,2.292,24.16,46.37,Recuperacao1
2192713,3.120,3.701,2.184,24.16,46.37,Recuperacao1
2194744,2.922,2.874,2.247,24.16,46.39,Recuperacao1
2196775,2.464,2.716,1.872,24.16,46.37,Recuperacao1
2198806,2.227,2.033,1.774,24.16,46.37,Recuperacao1
2200837,2.162,2.260,1.632,24.16,46.35,Recuperacao1
2202868,2.061,1.942,1.543,24.16,46.32,Recuperacao1
2204899,3.535,3.352,2.109,24.16,46.30,Recuperacao1
2206930,2.915,3.370,2.258,24.16,46.31,Recuperacao1
2208961,2.885,3.279,2.212,24.16,46.32,Recuperacao1
2210992,3.653,4.311,2.131,24.15,46.29,Recuperacao1
2213023,2.287,2.335,1.639,24.16,46.28,Recuperacao1
2215054,2.179,2.245,1.657,24.15,46.27,Recuperacao1
2217085,2.128,2.029,1.692,24.15,46.27,Recuperacao1
98752,2.281,2.229,1.625,24.15,47.16,Etanol
100783,2.882,2.281,1.778,24.16,47.11,Etanol
102814,2.602,2.302,2.007,24.16,47.03,Etanol
104845,2.313,2.174,1.622,24.17,46.98,Etanol
106876,4.018,3.162,2.133,24.17,46.94,Etanol
108907,2.450,2.150,2.058,24.17,46.87,Etanol
110938,2.287,2.247,1.661,24.17,46.81,Etanol
112969,2.373,1.950,1.712,24.18,46.76,Etanol
115000,2.743,2.719,1.942,24.18,46.69,Etanol
117031,2.119,2.065,1.708,24.19,46.64,Etanol
119062,1.972,2.042,1.598,24.19,46.58,Etanol
121093,2.640,2.170,1.793,24.19,46.51,Etanol
123124,2.941,3.136,2.199,24.19,46.47,Etanol
125155,2.545,2.736,2.018,24.20,46.39,Etanol
127186,2.250,2.116,1.811,24.20,46.32,Etanol
129217,2.172,2.177,1.795,24.20,46.25,Etanol
131248,1.993,2.065,1.580,24.20,46.21,Etanol
133279,2.292,1.955,1.741,24.20,46.16,Etanol
135310,3.058,2.332,1.780,24.20,46.12,Etanol
137341,4.037,2.907,2.102,24.20,46.06,Etanol
139372,3.301,3.745,2.217,24.21,46.02,Etanol
141403,2.799,2.781,2.051,24.21,45.99,Etanol
143434,2.126,2.128,1.748,24.22,45.95,Etanol
145465,2.187,2.242,1.759,24.21,45.86,Etanol
147496,1.868,2.018,1.563,24.22,45.84,Etanol
149527,3.586,2.799,2.084,24.22,45.75,Etanol
151558,2.703,2.824,1.908,24.22,45.70,Etanol
153589,2.266,2.253,1.694,24.23,45.64,Etanol
155620,3.762,3.257,2.126,24.22,45.61,Etanol
157651,2.382,2.084,1.872,24.23,45.55,Etanol
159682,1.846,2.077,1.577,24.23,45.49,Etanol
161713,2.627,2.841,2.072,24.24,45.47,Etanol
163744,2.184,2.351,1.813,24.24,45.41,Etanol
165775,2.214,2.121,1.699,24.25,45.40,Etanol
167806,2.197,2.663,1.898,24.25,45.32,Etanol
169837,1.919,1.927,1.556,24.25,45.26,Etanol
171868,2.316,2.570,1.961,24.26,45.22,Etanol
173899,1.807,2.024,1.526,24.26,45.16,Etanol
175930,2.482,2.401,1.933,24.27,45.14,Etanol
177961,2.266,2.133,1.668,24.27,45.07,Etanol
179992,2.838,3.174,2.157,24.27,45.04,Etanol
182023,2.308,2.020,1.705,24.28,44.99,Etanol
184054,2.279,1.935,1.600,24.28,44.97,Etanol
186085,2.530,2.813,2.079,24.28,44.94,Etanol
188116,2.079,2.273,1.921,24.29,44.90,Etanol
190147,2.240,2.209,1.830,24.30,44.89,Etanol
192178,2.240,2.086,1.852,24.30,44.84,Etanol
194209,2.459,2.646,1.892,24.30,44.84,Etanol
196240,2.580,2.573,2.000,24.30,44.80,Etanol
198271,2.464,2.464,1.940,24.31,44.78,Etanol
200302,2.576,2.753,2.109,24.31,44.73,Etanol
202333,2.643,2.533,1.944,24.32,44.70,Etanol
204364,2.379,2.401,1.878,24.32,44.66,Etanol
206395,2.482,2.580,2.058,24.32,44.62,Etanol
208426,2.427,2.713,2.018,24.33,44.59,Etanol
210457,2.809,2.799,1.998,24.33,44.56,Etanol
212488,2.785,3.003,2.024,24.33,44.60,Etanol
214519,2.614,2.634,2.100,24.33,44.60,Etanol
216550,2.450,2.693,2.177,24.33,44.65,Etanol
218581,2.279,2.376,1.832,24.34,44.67,Etanol
220612,2.214,2.273,1.767,24.34,44.68,Etanol
222643,2.227,2.245,1.767,24.34,44.69,Etanol
224674,2.335,2.284,1.728,24.35,44.66,Etanol
226705,2.140,2.157,1.844,24.35,44.65,Etanol
228736,2.157,2.107,1.805,24.36,44.64,Etanol
230767,2.227,2.260,1.878,24.35,44.63,Etanol
232798,2.656,2.624,1.925,24.35,44.65,Etanol
234829,3.266,3.375,2.376,24.35,44.64,Etanol
236860,2.088,1.892,1.613,24.36,44.68,Etanol
238891,2.209,2.273,1.906,24.36,44.74,Etanol
240922,2.500,2.676,1.998,24.36,44.77,Etanol
242953,3.475,3.166,2.245,24.36,44.79,Etanol
244984,1.915,1.929,1.628,24.37,44.80,Etanol
247015,2.199,2.207,1.741,24.37,44.75,Etanol
249046,2.100,2.116,1.816,24.37,44.73,Etanol
251077,2.240,2.598,1.822,24.37,44.70,Etanol
253108,2.281,2.602,2.007,24.38,44.68,Etanol
255139,3.042,3.075,2.145,24.38,44.68,Etanol
257170,2.042,1.852,1.584,24.38,44.68,Etanol
259201,2.145,2.305,1.828,24.39,44.68,Etanol
261232,2.335,2.518,1.814,24.39,44.66,Etanol
263263,3.413,2.896,2.152,24.39,44.65,Etanol
265294,2.112,2.263,1.712,24.39,44.64,Etanol
267325,3.174,2.885,2.157,24.40,44.62,Etanol
269356,2.116,2.182,1.750,24.40,44.59,Etanol
271387,2.726,2.907,2.098,24.41,44.55,Etanol
273418,2.093,2.177,1.628,24.41,44.54,Etanol
275449,2.412,2.473,1.989,24.41,44.50,Etanol
277480,3.591,2.820,2.091,24.41,44.48,Etanol
279511,1.925,1.906,1.458,24.42,44.47,Etanol
281542,1.818,2.011,1.525,24.42,44.43,Etanol
283573,3.270,2.740,2.157,24.42,44.39,Etanol
285604,2.308,2.485,2.020,24.43,44.39,Etanol
287635,2.179,2.297,1.758,24.43,44.35,Etanol
289666,2.179,2.022,1.569,24.44,44.34,Etanol
291697,3.153,3.638,2.232,24.43,44.30,Etanol
293728,2.479,2.447,1.882,24.44,44.30,Etanol
295759,2.430,2.368,1.944,24.45,44.28,Etanol
297790,2.689,2.533,2.029,24.45,44.30,Etanol
299821,2.393,2.713,2.084,24.45,44.30,Etanol
301852,2.960,3.380,2.070,24.45,44.33,Etanol
303883,3.795,3.575,1.967,24.45,44.32,Etanol
305914,1.993,1.866,1.607,24.45,44.33,Etanol
307945,2.136,2.580,1.689,24.46,44.32,Etanol
309976,2.170,2.404,1.842,24.46,44.32,Etanol
312007,2.747,2.845,2.152,24.46,44.30,Etanol
314038,2.056,1.927,1.685,24.47,44.25,Etanol
316069,2.145,2.145,1.790,24.47,44.26,Etanol
318100,2.778,2.795,1.942,24.47,44.25,Etanol
320131,2.074,2.027,1.553,24.47,44.25,Etanol
322162,2.038,2.313,1.872,24.48,44.27,Etanol
324193,2.332,1.927,1.517,24.48,44.30,Etanol
326224,2.447,2.561,1.906,24.48,44.33,Etanol
328255,1.957,2.148,1.553,24.49,44.35,Etanol
330286,2.699,2.689,1.974,24.49,44.35,Etanol
332317,1.896,1.946,1.474,24.49,44.35,Etanol
334348,2.184,2.011,1.739,24.49,44.38,Etanol
336379,2.673,2.999,2.088,24.50,44.37,Etanol
338410,1.902,1.933,1.506,24.50,44.36,Etanol
340441,2.506,2.155,1.659,24.50,44.35,Etanol
342472,2.473,2.820,1.923,24.51,44.32,Etanol
344503,3.520,4.467,2.273,24.50,44.32,Etanol
346534,3.581,2.430,1.976,24.51,44.30,Etanol
348565,2.852,2.424,1.771,24.51,44.30,Etanol
350596,3.740,3.940,2.305,24.51,44.29,Etanol
352627,2.509,2.816,1.921,24.52,44.30,Etanol
354658,2.136,2.321,1.577,24.52,44.27,Etanol
356689,2.077,2.100,1.786,24.52,44.23,Etanol
358720,3.510,2.878,2.077,24.53,44.20,Etanol
360751,2.292,2.567,1.894,24.53,44.19,Etanol
362782,2.116,2.027,1.682,24.53,44.17,Etanol
364813,2.713,2.736,2.136,24.54,44.14,Etanol
366844,1.965,2.024,1.613,24.54,44.15,Etanol
368875,2.450,2.999,2.074,24.54,44.13,Etanol
370906,1.985,1.904,1.559,24.54,44.12,Etanol
372937,2.031,2.074,1.698,24.55,44.14,Etanol
374968,3.095,3.734,2.214,24.55,44.12,Etanol
376999,1.872,1.978,1.630,24.55,44.11,Etanol
379030,2.549,1.938,1.687,24.55,44.10,Etanol
381061,3.187,3.801,2.284,24.56,44.06,Etanol
383092,2.281,2.121,1.639,24.56,44.03,Etanol
385123,2.827,2.212,1.826,24.56,44.01,Etanol
387154,2.838,3.050,2.095,24.57,44.02,Etanol
389185,2.719,2.621,2.061,24.56,43.97,Etanol
391216,2.634,2.767,2.093,24.56,43.94,Etanol
393247,2.723,3.046,2.098,24.57,43.93,Etanol
395278,2.764,2.824,2.162,24.57,43.89,Etanol
397309,2.542,2.656,2.079,24.58,43.86,Etanol
399340,2.450,2.521,1.840,24.58,43.88,Etanol
401371,2.109,2.079,1.809,24.58,43.85,Etanol
403402,2.136,2.396,1.628,24.59,43.80,Etanol
405433,2.232,1.952,1.689,24.58,43.81,Etanol
407464,3.846,3.174,2.219,24.58,43.80,Etanol
409495,2.743,3.456,2.155,24.58,43.76,Etanol
411526,2.999,3.408,2.258,24.58,43.75,Etanol
413557,2.949,3.653,2.219,24.59,43.73,Etanol
415588,2.401,2.806,2.093,24.59,43.74,Etanol
417619,2.726,2.806,1.967,24.59,43.73,Etanol
419650,2.036,2.121,1.741,24.59,43.71,Etanol
421681,2.124,2.232,1.793,24.59,43.69,Etanol
423712,2.056,2.128,1.618,24.60,43.64,Etanol
425743,2.004,1.993,1.564,24.60,43.60,Etanol
427774,3.515,2.666,2.170,24.60,43.56,Etanol
429805,2.555,2.834,1.996,24.60,43.54,Etanol
431836,2.308,2.263,1.818,24.60,43.53,Etanol
433867,2.081,1.910,1.572,24.60,43.48,Etanol
435898,2.376,2.570,1.844,24.60,43.49,Etanol
437929,3.823,2.561,1.944,24.61,43.46,Etanol
439960,2.145,2.143,1.663,24.61,43.40,Etanol
441991,2.404,2.031,1.732,24.61,43.41,Etanol
444022,2.820,2.476,1.974,24.61,43.35,Etanol
446053,3.394,3.606,2.136,24.61,43.34,Etanol
448084,1.938,2.067,1.608,24.61,43.33,Etanol
450115,2.430,2.362,1.856,24.62,43.30,Etanol
452146,2.049,1.894,1.539,24.62,43.27,Etanol
454177,2.624,3.222,2.084,24.62,43.24,Etanol
456208,2.292,2.900,1.854,24.62,43.19,Etanol
458239,2.150,2.250,1.765,24.62,43.19,Etanol
460270,1.996,2.368,1.822,24.62,43.17,Etanol
462301,2.435,2.533,1.929,24.62,43.18,Etanol
464332,2.841,2.733,1.967,24.62,43.16,Etanol
466363,3.550,3.398,2.107,24.62,43.15,Etanol
468394,2.182,1.925,1.618,24.62,43.15,Etanol
470425,1.993,1.983,1.548,24.62,43.13,Etanol
472456,2.160,1.880,1.615,24.62,43.12,Etanol
474487,1.872,1.952,1.628,24.62,43.10,Etanol
476518,2.245,2.116,1.553,24.63,43.06,Etanol
478549,2.070,2.065,1.625,24.62,43.02,Etanol
480580,2.098,1.985,1.657,24.62,42.96,Etanol
482611,2.067,2.148,1.765,24.63,42.93,Etanol
484642,2.247,2.065,1.649,24.63,42.90,Etanol
486673,2.512,2.357,1.717,24.63,42.90,Etanol
488704,2.086,2.131,1.758,24.63,42.90,Etanol
490735,2.545,2.676,1.915,24.63,42.84,Etanol
492766,2.418,2.503,2.140,24.63,42.85,Etanol
494797,2.462,2.753,1.965,24.63,42.82,Etanol
496828,2.152,2.124,1.743,24.64,42.81,Etanol
498859,2.002,2.084,1.763,24.64,42.79,Etanol
500890,3.217,3.627,2.088,24.64,42.76,Etanol
502921,2.079,2.182,1.769,24.64,42.73,Etanol
504952,2.605,3.261,2.140,24.64,42.68,Etanol
506983,2.074,2.091,1.542,24.63,42.68,Etanol
509014,2.194,2.007,1.694,24.64,42.65,Etanol
511045,2.552,2.589,2.091,24.64,42.61,Etanol
513076,2.792,3.622,2.157,24.64,42.60,Etanol
515107,2.509,2.093,1.750,24.64,42.60,Etanol
517138,2.081,2.387,1.511,24.64,42.59,Etanol
519169,2.229,2.058,1.818,24.64,42.57,Etanol
521200,1.980,2.354,1.856,24.64,42.56,Etanol
523231,2.564,3.217,2.194,24.64,42.54,Etanol
525262,2.100,1.940,1.595,24.64,42.54,Etanol
527293,2.155,2.027,1.652,24.64,42.53,Etanol
529324,2.271,2.121,1.732,24.64,42.50,Etanol
531355,2.343,2.370,1.882,24.64,42.49,Etanol
533386,2.900,3.179,2.070,24.64,42.48,Etanol
535417,2.456,2.354,1.752,24.64,42.46,Etanol
537448,2.072,2.054,1.666,24.65,42.45,Etanol
539479,1.987,2.056,1.746,24.64,42.42,Etanol
541510,2.250,2.676,1.816,24.64,42.39,Etanol
543541,2.093,2.521,1.952,24.64,42.39,Etanol
545572,2.189,3.015,2.038,24.64,42.39,Etanol
547603,2.953,2.849,1.998,24.64,42.40,Etanol
549634,2.379,2.297,1.790,24.64,42.37,Etanol
551665,2.172,2.150,1.904,24.64,42.36,Etanol
553696,2.227,1.935,1.532,24.64,42.35,Etanol
555727,3.248,2.112,2.067,24.64,42.33,Etanol
557758,2.379,2.297,1.776,24.65,42.28,Etanol
559789,1.795,2.084,1.569,24.65,42.27,Etanol
561820,2.310,2.124,1.745,24.65,42.25,Etanol
563851,2.666,2.949,2.038,24.65,42.22,Etanol
565882,1.880,1.996,1.602,24.64,42.21,Etanol
567913,2.112,1.950,1.625,24.65,42.20,Etanol
569944,3.398,3.729,2.197,24.64,42.19,Etanol
571975,1.921,2.020,1.585,24.65,42.17,Etanol
574006,2.329,2.177,1.822,24.65,42.17,Etanol
576037,2.656,3.063,2.165,24.65,42.14,Etanol
578068,3.570,2.552,2.086,24.65,42.12,Etanol
580099,2.056,1.987,1.625,24.65,42.09,Etanol
582130,2.079,2.194,1.689,24.65,42.06,Etanol
584161,2.583,2.634,2.160,24.64,42.04,Etanol
586192,2.964,3.846,2.107,24.64,42.01,Etanol
588223,3.343,3.191,1.978,24.65,41.98,Etanol
590254,2.605,2.237,1.682,24.65,42.01,Etanol
592285,1.894,1.933,1.580,24.65,42.00,Etanol
594316,1.921,2.042,1.719,24.65,42.00,Etanol
596347,2.114,2.091,1.732,24.65,41.98,Etanol
598378,2.987,3.019,2.109,24.65,41.96,Etanol
600409,1.884,2.114,1.500,24.65,41.95,Etanol
602440,2.302,2.289,1.719,24.64,41.94,Etanol
604471,2.753,2.750,2.084,24.64,41.96,Etanol
606502,3.863,3.701,2.194,24.64,42.00,Etanol
608533,3.591,3.380,2.362,24.64,42.03,Etanol
610564,3.091,3.510,2.287,24.64,42.06,Etanol
612595,2.294,2.222,1.813,24.63,42.05,Etanol
614626,2.373,1.974,1.595,24.63,42.08,Etanol
616657,2.093,2.167,1.708,24.63,42.10,Etanol
618688,2.530,2.922,2.194,24.63,42.12,Etanol
620719,2.456,2.131,1.650,24.63,42.12,Etanol
622750,2.237,2.174,1.635,24.63,42.10,Etanol
624781,1.970,2.084,1.828,24.63,42.02,Etanol
626812,2.733,2.831,2.058,24.63,41.99,Etanol
628843,2.838,2.611,1.761,24.62,42.00,Etanol
630874,1.987,2.045,1.574,24.62,42.02,Etanol
632905,2.157,2.160,1.694,24.62,42.05,Etanol
634936,2.140,2.155,1.741,24.62,42.08,Etanol
636967,2.219,2.268,1.598,24.62,42.06,Etanol
638998,2.145,2.404,1.750,24.62,42.05,Etanol
641029,2.427,2.730,2.018,24.62,42.06,Etanol
643060,1.874,2.054,1.593,24.62,42.07,Etanol
645091,2.088,2.245,1.993,24.62,42.03,Etanol
647122,2.036,2.105,1.635,24.62,41.97,Etanol
649153,3.116,2.273,1.866,24.62,41.94,Etanol
651184,2.686,3.091,1.935,24.62,41.93,Etanol
653215,2.281,2.287,1.880,24.62,41.89,Etanol
655246,2.105,2.398,1.826,24.62,41.89,Etanol
657277,2.086,2.199,1.708,24.62,41.88,Etanol
659308,1.876,2.011,1.502,24.62,41.86,Etanol
661339,3.408,3.691,2.247,24.62,41.86,Etanol
663370,2.316,2.467,2.070,24.62,41.80,Etanol
665401,2.138,2.124,1.685,24.62,41.78,Etanol
667432,3.170,2.907,1.892,24.62,41.75,Etanol
669463,2.459,2.462,2.063,24.61,41.75,Etanol
671494,2.415,2.726,1.657,24.62,41.74,Etanol
673525,2.140,2.247,1.703,24.62,41.73,Etanol
675556,2.357,2.126,1.850,24.62,41.69,Etanol
677587,2.294,2.212,1.750,24.62,41.66,Etanol
679618,2.116,2.088,1.725,24.62,41.69,Etanol
681649,2.415,2.245,1.699,24.62,41.63,Etanol
683680,2.258,2.088,1.743,24.62,41.60,Etanol
685711,2.281,2.160,1.640,24.62,41.58,Etanol
687742,2.072,2.209,1.803,24.62,41.56,Etanol
689773,1.931,2.024,1.526,24.62,41.53,Etanol
691804,2.757,2.260,1.714,24.62,41.50,Etanol
693835,2.598,2.327,1.813,24.62,41.48,Etanol
695866,1.972,1.862,1.540,24.62,41.49,Etanol
697897,2.343,2.733,1.809,24.62,41.48,Etanol
699928,2.187,2.545,1.868,24.62,41.46,Etanol
701959,3.432,3.852,2.245,24.62,41.43,Etanol
703990,2.000,1.868,1.598,24.62,41.41,Etanol
706021,2.054,2.051,1.569,24.62,41.40,Etanol
708052,2.054,1.959,1.520,24.62,41.37,Etanol
710083,2.820,3.525,2.308,24.61,41.41,Etanol
712114,2.346,2.482,1.830,24.62,41.42,Etanol
714145,2.503,2.136,1.615,24.61,41.44,Etanol
716176,2.207,2.373,1.822,24.62,41.45,Etanol
718207,2.488,2.273,1.597,24.61,41.42,Etanol
720238,2.212,2.072,1.805,24.61,41.40,Etanol
722269,4.012,3.632,2.024,24.61,41.40,Etanol
724300,2.263,2.160,1.647,24.61,41.41,Etanol
726331,2.362,2.476,1.910,24.61,41.40,Etanol
728362,2.999,3.887,2.329,24.61,41.39,Etanol
730393,2.407,2.430,1.761,24.61,41.34,Etanol
732424,1.948,2.170,1.600,24.61,41.33,Etanol
734455,2.091,2.335,1.773,24.61,41.30,Etanol
736486,2.503,2.271,2.040,24.61,41.30,Etanol
738517,3.087,2.627,2.047,24.61,41.32,Etanol
740548,2.116,2.348,1.689,24.61,41.32,Etanol
742579,2.693,2.340,1.759,24.61,41.31,Etanol
744610,2.114,2.194,1.708,24.61,41.29,Etanol
746641,3.301,2.740,2.045,24.61,41.28,Etanol
748672,2.124,2.107,1.786,24.61,41.23,Etanol
750703,3.079,2.160,1.874,24.61,41.26,Etanol
752734,2.051,2.570,1.838,24.61,41.25,Etanol
754765,1.830,1.931,1.532,24.61,41.24,Etanol
756796,3.525,4.112,2.393,24.61,41.22,Etanol
758827,2.485,2.549,1.904,24.61,41.28,Etanol
760858,2.580,2.660,1.961,24.61,41.27,Etanol
762889,2.165,2.124,1.763,24.61,41.24,Etanol
764920,3.003,2.558,2.088,24.61,41.23,Etanol
766951,4.138,2.595,2.040,24.61,41.24,Etanol
768982,2.170,2.396,1.795,24.61,41.23,Etanol
771013,3.394,3.946,2.192,24.61,41.24,Etanol
773044,2.081,2.029,1.649,24.61,41.22,Etanol
775075,3.812,2.934,1.983,24.61,41.21,Etanol
777106,2.174,2.365,1.649,24.61,41.20,Etanol
779137,2.235,2.637,1.811,24.61,41.19,Etanol
781168,2.570,2.605,1.927,24.61,41.16,Etanol
783199,2.795,3.046,2.074,24.61,41.17,Etanol
785230,2.365,2.310,1.824,24.61,41.13,Etanol
787261,2.015,2.112,1.590,24.61,41.12,Etanol
789292,2.785,2.706,1.963,24.60,41.11,Etanol
791323,2.482,2.045,1.668,24.60,41.07,Etanol
793354,2.072,2.027,1.758,24.60,41.08,Etanol
795385,2.179,1.809,1.659,24.61,41.07,Etanol
797416,2.119,2.287,1.739,24.60,41.06,Etanol
799447,2.182,2.084,1.784,24.60,41.05,Etanol
801478,2.473,2.555,1.886,24.60,41.04,Etanol
803509,3.560,3.124,2.074,24.61,41.02,Etanol
805540,2.128,2.189,1.730,24.61,41.02,Etanol
807571,2.723,3.157,2.114,24.60,40.99,Etanol
809602,2.138,2.109,1.756,24.60,40.96,Etanol
811633,2.192,2.086,1.622,24.60,40.99,Etanol
813664,2.621,3.898,2.222,24.60,41.01,Etanol
815695,2.699,2.536,2.007,24.60,41.01,Etanol
817726,2.214,2.573,1.989,24.60,41.00,Etanol
819757,2.150,2.384,1.913,24.60,40.98,Etanol
821788,2.162,2.321,1.795,24.60,41.03,Etanol
823819,2.308,2.570,1.931,24.60,40.97,Etanol
825850,3.916,3.187,2.160,24.60,40.97,Etanol
827881,2.126,2.276,1.668,24.60,40.98,Etanol
829912,2.583,2.806,1.972,24.60,40.98,Etanol
831943,2.029,2.007,1.454,24.60,40.96,Etanol
833974,2.033,2.589,1.657,24.60,40.98,Etanol
836005,2.107,2.033,1.852,24.60,40.98,Etanol
838036,2.329,2.250,1.739,24.60,40.97,Etanol
840067,2.004,2.081,1.725,24.60,40.96,Etanol
842098,2.133,2.033,1.615,24.60,40.96,Etanol
844129,4.049,3.239,2.162,24.59,40.98,Etanol
846160,2.318,2.382,1.805,24.59,40.94,Etanol
848191,1.996,1.874,1.506,24.59,40.94,Etanol
850222,2.470,2.573,2.077,24.60,40.95,Etanol
852253,2.077,2.045,1.563,24.59,40.94,Etanol
854284,2.583,2.781,1.983,24.59,40.93,Etanol
856315,1.978,2.063,1.585,24.60,40.93,Etanol
858346,2.245,2.530,1.850,24.59,40.94,Etanol
860377,2.310,2.143,1.522,24.59,40.94,Etanol
862408,2.512,2.459,1.925,24.59,40.92,Etanol
864439,2.150,2.140,1.657,24.59,40.91,Etanol
866470,2.170,2.148,1.696,24.59,40.90,Etanol
868501,2.204,2.240,1.712,24.59,40.90,Etanol
870532,2.136,2.095,1.689,24.59,40.89,Etanol
872563,2.795,2.611,2.063,24.59,40.89,Etanol
874594,3.550,3.740,2.359,24.59,40.90,Etanol
876625,1.848,1.878,1.671,24.59,40.92,Etanol
878656,2.187,2.040,1.840,24.59,40.88,Etanol
880687,2.874,3.042,2.107,24.58,40.87,Etanol
882718,2.140,1.927,1.545,24.59,40.87,Etanol
884749,2.009,1.972,1.656,24.58,40.88,Etanol
886780,2.430,2.109,1.645,24.59,40.85,Etanol
888811,2.224,2.140,1.696,24.58,40.85,Etanol
890842,2.172,2.136,1.663,24.59,40.85,Etanol
892873,2.716,2.567,2.049,24.58,40.82,Etanol
894904,2.091,2.126,1.734,24.59,40.85,Etanol
896935,2.567,3.270,2.051,24.58,40.83,Etanol
898966,1.974,2.084,1.551,24.58,40.83,Etanol
900997,2.281,2.300,1.723,24.58,40.85,Etanol
